Date,AAPL,AMZN,GOOG,IBM,GLD
2021-08-02,144.4926300048828,166.57400512695312,135.989501953125,127.16761779785156,169.61000061035156
2021-08-03,146.3196258544922,168.31199645996094,136.27999877929688,129.55055236816406,169.49000549316406
2021-08-04,145.91253662109375,167.73599243164062,136.02850341796875,128.37257385253906,169.52999877929688
2021-08-05,146.02174377441406,168.79949951171875,136.94000244140625,128.38157653808594,168.86000061035156
2021-08-06,145.32565307617188,167.2469940185547,137.03599548339844,129.56854248046875,164.63999938964844
2021-08-09,145.2759246826172,167.093505859375,138.0019989013672,128.47706604003906,161.72000122070312
2021-08-10,144.78868103027344,166.03399658203125,138.09649658203125,128.59530639648438,161.77000427246094
2021-08-11,145.04722595214844,164.60549926757812,137.6894989013672,129.27748107910156,164.0
2021-08-12,148.0603485107422,165.1750030517578,138.38949584960938,130.13247680664062,164.0399932861328
2021-08-13,148.2691650390625,164.69850158691406,138.406005859375,130.23252868652344,166.38999938964844
2021-08-16,150.2779083251953,164.94949340820312,138.91600036621094,130.60545349121094,167.22000122070312
2021-08-17,149.3531036376953,162.09800720214844,137.30050659179688,129.54124450683594,166.97000122070312
2021-08-18,145.54443359375,160.06100463867188,136.57000732421875,126.85802459716795,167.10000610351562
2021-08-19,145.88255310058594,159.3874969482422,136.9134979248047,125.53913879394533,166.61000061035156
2021-08-20,147.36424255371094,159.99749755859375,138.43699645996094,126.53057861328124,166.6999969482422
2021-08-23,148.8757781982422,163.2935028076172,141.09950256347656,126.99445343017578,168.72999572753906
2021-08-24,148.78627014160156,165.28900146484375,142.39849853515625,127.1945571899414,168.64999389648438
2021-08-25,147.5332794189453,164.95899963378906,142.9499969482422,127.21276092529295,167.47999572753906
2021-08-26,146.71786499023438,165.8000030517578,142.1230010986328,126.23040771484376,167.6699981689453
2021-08-27,147.77195739746094,167.48150634765625,144.55050659179688,126.8034439086914,170.19000244140625
2021-08-30,152.26675415039062,171.07850646972656,145.46949768066406,126.40323638916016,169.35000610351562
2021-08-31,150.9839630126953,173.5395050048828,145.46200561523438,127.64933013916016,169.69000244140625
2021-09-01,151.66015625,173.9499969482422,145.8419952392578,126.70339965820312,169.6999969482422
2021-09-02,152.79380798339844,173.156005859375,144.218994140625,127.34918212890624,169.25
2021-09-03,153.44020080566406,173.90249633789062,144.77499389648438,126.95806884765624,171.05999755859375
2021-09-07,155.81689453125,175.46449279785156,145.5189971923828,125.57550811767578,167.7100067138672
2021-09-08,154.2456817626953,176.27499389648438,144.8834991455078,126.1303482055664,167.2899932861328
2021-09-09,153.21148681640625,174.20799255371094,144.9134979248047,125.28446197509766,168.02999877929688
2021-09-10,148.13987731933594,173.45750427246094,141.92100524902344,124.62956237792967,167.17999267578125
2021-09-13,148.71665954589844,172.85850524902344,143.46499633789062,125.6573715209961,167.74000549316406
2021-09-14,147.2946014404297,172.5,143.406005859375,123.90190887451172,168.82000732421875
2021-09-15,148.19955444335938,173.7895050048828,145.20599365234375,124.79329681396484,167.8300018310547
2021-09-16,147.96087646484375,174.41200256347656,144.37350463867188,124.0929183959961,164.02999877929688
2021-09-17,145.24610900878906,173.12600708007812,141.4635009765625,123.0014419555664,163.77000427246094
2021-09-20,142.1434783935547,167.7864990234375,139.01699829101562,122.16462707519533,164.94000244140625
2021-09-21,142.63075256347656,167.18150329589844,139.64649963378906,120.94580078125,166.0399932861328
2021-09-22,145.0372772216797,169.00250244140625,140.93850708007812,122.45568084716795,165.4199981689453
2021-09-23,146.01181030273438,170.8000030517578,141.82650756835938,124.36578369140624,163.50999450683594
2021-09-24,146.10130310058594,171.2760009765625,142.63299560546875,125.05705261230467,163.3000030517578
2021-09-27,144.55995178222656,170.2899932861328,141.50100708007812,126.03031158447266,163.63999938964844
2021-09-28,141.11924743652344,165.79800415039062,136.1840057373047,125.0388641357422,162.0500030517578
2021-09-29,142.0341033935547,165.05599975585938,134.52099609375,126.59424591064452,161.32000732421875
2021-09-30,140.71151733398438,164.2519989013672,133.2655029296875,126.36686706542967,164.22000122070312
2021-10-01,141.8551025390625,164.16299438476562,136.46249389648438,130.35987854003906,164.58999633789062
2021-10-04,138.36465454101562,159.48899841308594,133.76499938964844,131.07843017578125,165.36000061035156
2021-10-05,140.32369995117188,161.0500030517578,136.177001953125,130.2052459716797,164.58999633789062
2021-10-06,141.20872497558594,163.10049438476562,137.35400390625,129.4866943359375,165.02999877929688
2021-10-07,142.4915313720703,165.1215057373047,139.1855010986328,128.98641967773438,164.16000366210938
2021-10-08,142.10369873046875,164.43099975585938,140.05599975585938,130.26890563964844,164.22999572753906
2021-10-11,142.0142059326172,162.31500244140625,138.84750366210938,129.5503692626953,163.9199981689453
2021-10-12,140.72145080566406,162.3665008544922,136.71299743652344,127.76759338378906,164.66000366210938
2021-10-13,140.1248016357422,164.21400451660156,137.89999389648438,128.0313720703125,167.58999633789062
2021-10-14,142.9589080810547,164.9929962158203,141.41200256347656,130.4235382080078,168.0
2021-10-15,144.03289794921875,170.4510040283203,141.6750030517578,131.53321838378906,165.3300018310547
2021-10-18,145.73338317871094,172.33700561523438,142.9604949951172,129.4503173828125,164.9199981689453
2021-10-19,147.93104553222656,172.20750427246094,143.82200622558594,129.14105224609375,165.4499969482422
2021-10-20,148.4282684326172,170.7530059814453,142.4149932861328,129.0682830810547,166.89999389648438
2021-10-21,148.6470489501953,171.75050354003906,142.78050231933594,116.7253875732422,166.75
2021-10-22,147.86146545410156,166.77749633789062,138.625,116.31608581542967,167.77000427246094
2021-10-25,147.8117218017578,166.01849365234375,138.7729949951172,116.0977783203125,168.92999267578125
2021-10-26,148.48794555664062,168.80349731445312,139.6719970703125,115.63390350341795,167.67999267578125
2021-10-27,148.0205535888672,169.62449645996094,146.42750549316406,113.85113525390624,168.1199951171875
2021-10-28,151.7198486328125,172.32850646972656,146.12899780273438,114.4605484008789,168.0800018310547
2021-10-29,148.9652557373047,168.6215057373047,148.27049255371094,113.78746795654295,166.64999389648438
2021-11-01,148.12994384765625,165.90550231933594,143.7740020751953,114.86076354980467,167.52000427246094
2021-11-02,149.1840362548828,165.6374969482422,145.86300659179688,114.76980590820312,167.16000366210938
2021-11-03,150.64584350585938,169.1999969482422,146.7899932861328,115.63390350341795,165.77000427246094
2021-11-04,150.11878967285156,173.85000610351562,148.68299865722656,114.97819519042967,167.64999389648438
2021-11-05,150.6565704345703,175.94949340820312,149.24099731445312,117.60409545898438,169.83999633789062
2021-11-08,149.82005310058594,174.44900512695312,149.35150146484375,118.48890686035156,170.4499969482422
2021-11-09,150.18850708007812,178.81149291992188,149.24850463867188,116.51248168945312,171.2899932861328
2021-11-10,147.3104248046875,174.1024932861328,146.62600708007812,115.90509796142578,173.14999389648438
2021-11-11,147.2606201171875,173.625,146.7480010986328,115.95329284667967,174.1199951171875
2021-11-12,149.37188720703125,176.25750732421875,149.64549255371094,114.69031524658205,174.4499969482422
2021-11-15,149.3818359375,177.28399658203125,149.38800048828125,114.60354614257812,174.17999267578125
2021-11-16,150.3777313232422,177.03500366210938,149.0760040283203,114.20825958251952,172.9199981689453
2021-11-17,152.8574676513672,177.4499969482422,149.06199645996094,113.82261657714844,174.5
2021-11-18,157.2194061279297,184.8029937744141,150.70899963378906,112.47286987304688,173.94000244140625
2021-11-19,159.8883819580078,183.82850646972656,149.95249938964844,111.88475799560548,172.61000061035156
2021-11-22,160.35643005371094,178.6284942626953,147.07850646972656,112.28968048095705,168.74000549316406
2021-11-23,160.7448272705078,179.0019989013672,146.7570037841797,112.59820556640624,167.27999877929688
2021-11-24,161.2726593017578,179.02049255371094,146.71749877929688,112.54035949707033,167.1199951171875
2021-11-26,156.16378784179688,175.22799682617188,142.80599975585938,111.65337371826172,166.85000610351562
2021-11-29,159.57965087890625,178.07850646972656,146.11399841308594,114.24681854248048,166.6199951171875
2021-11-30,164.61880493164062,175.35350036621094,142.45199584960938,112.8970718383789,165.5
2021-12-01,164.0909881591797,172.18600463867188,141.6179962158203,112.7235336303711,166.16000366210938
2021-12-02,163.08514404296875,171.8679962158203,143.77650451660156,112.70425415039062,165.24000549316406
2021-12-03,161.1730499267578,169.489501953125,142.52049255371094,114.57462310791016,166.6300048828125
2021-12-06,164.63873291015625,171.36849975585938,143.79649353027344,115.6062240600586,166.22000122070312
2021-12-07,170.47454833984375,176.1645050048828,148.0364990234375,117.21627807617188,166.80999755859375
2021-12-08,174.35850524902344,176.1580047607422,148.7205047607422,118.6045913696289,166.89999389648438
2021-12-09,173.84063720703125,174.17100524902344,148.1060028076172,119.13485717773438,165.8800048828125
2021-12-10,178.7104949951172,172.21200561523438,148.6750030517578,119.6361846923828,166.5800018310547
2021-12-13,175.01577758789062,169.5675048828125,146.70449829101562,118.18038177490234,167.0
2021-12-14,173.61160278320312,169.0915069580078,144.9705047607422,119.31803894042967,165.44000244140625
2021-12-15,178.5611114501953,173.31500244140625,147.36849975585938,118.69136810302734,166.14999389648438
2021-12-16,171.55010986328125,168.87100219726562,144.8385009765625,121.41014099121094,168.16000366210938
2021-12-17,170.4347381591797,170.0175018310547,142.80299377441406,122.827392578125,167.8000030517578
2021-12-20,169.0504608154297,167.07899475097656,142.40150451660156,122.49958038330078,167.08999633789062
2021-12-21,172.277099609375,170.41700744628906,144.2205047607422,124.3410415649414,167.02000427246094
2021-12-22,174.9161834716797,171.03700256347656,146.94900512695312,125.09303283691406,168.58999633789062
2021-12-23,175.55355834960938,171.06849670410156,147.1425018310547,125.94145965576172,168.97000122070312
2021-12-27,179.5868682861328,169.66949462890625,148.06399536132812,126.89591979980467,169.3699951171875
2021-12-28,178.55113220214844,170.66099548339844,146.447998046875,127.8696746826172,168.63999938964844
2021-12-29,178.64077758789062,169.2010040283203,146.50450134277344,128.56382751464844,168.58999633789062
2021-12-30,177.46563720703125,168.64450073242188,146.00250244140625,129.10374450683594,169.8000030517578
2021-12-31,176.83824157714844,166.7169952392578,144.67950439453125,128.8627166748047,170.9600067138672
2022-01-03,181.25991821289065,170.4044952392578,145.07449340820312,131.1572723388672,168.3300018310547
2022-01-04,178.95945739746094,167.52200317382812,144.41650390625,133.06622314453125,169.57000732421875
2022-01-05,174.1991424560547,164.35699462890625,137.65350341796875,133.25904846191406,169.05999755859375
2022-01-06,171.29119873046875,163.25399780273438,137.55099487304688,130.48240661621094,166.99000549316406
2022-01-07,171.4604949951172,162.5540008544922,137.00450134277344,129.99072265625,167.75
2022-01-10,171.48040771484375,161.48599243164062,138.57400512695312,130.18353271484375,168.25999450683594
2022-01-11,174.35850524902344,165.36199951171875,140.0175018310547,128.10105895996094,170.2899932861328
2022-01-12,174.806640625,165.20700073242188,141.6479949951172,128.7952117919922,170.74000549316406
2022-01-13,171.48040771484375,161.21400451660156,139.13099670410156,129.9232177734375,170.16000366210938
2022-01-14,172.35679626464844,162.13800048828125,139.7864990234375,129.39297485351562,169.6699981689453
2022-01-18,169.10025024414062,158.91749572753906,136.29049682617188,128.16854858398438,169.38999938964844
2022-01-19,165.5449676513672,156.2989959716797,135.65199279785156,126.85736083984376,172.0800018310547
2022-01-20,163.83204650878906,151.66749572753906,133.50650024414062,126.12464904785156,171.64999389648438
2022-01-21,161.74070739746094,142.64300537109375,130.0919952392578,124.70740509033205,171.08999633789062
2022-01-24,160.95394897460938,144.54400634765625,130.3719940185547,124.19642639160156,172.02999877929688
2022-01-25,159.12155151367188,139.98599243164062,126.7354965209961,131.2151336669922,172.5800018310547
2022-01-26,159.03192138671875,138.87249755859375,129.24000549316406,129.441162109375,169.7899932861328
2022-01-27,158.56387329101562,139.6374969482422,129.12100219726562,127.76363372802734,167.60000610351562
2022-01-28,169.62806701660156,143.97799682617188,133.2895050048828,129.67254638671875,167.10000610351562
2022-01-31,174.0597381591797,149.57350158691406,135.69850158691406,128.7759552001953,168.08999633789062
2022-02-01,173.8904266357422,151.19349670410156,137.8784942626953,130.66558837890625,168.22999572753906
2022-02-02,175.11537170410156,150.6125030517578,148.0364990234375,132.3238525390625,168.83999633789062
2022-02-03,172.18746948242188,138.8455047607422,142.65049743652344,132.83482360839844,168.60000610351562
2022-02-04,171.8983154296875,157.63949584960938,143.01600646972656,132.22743225097656,168.86000061035156
2022-02-07,171.17039489746094,157.9355010986328,138.93800354003906,132.314208984375,170.11000061035156
2022-02-08,174.3313446044922,161.4134979248047,139.21299743652344,132.10211181640625,170.6300048828125
2022-02-09,175.7772216796875,161.1894989013672,141.4530029296875,132.84445190429688,171.2100067138672
2022-02-10,171.6290740966797,159.0034942626953,138.6024932861328,130.2783203125,170.55999755859375
2022-02-11,168.1590118408203,153.2935028076172,134.1300048828125,129.46847534179688,173.80999755859375
2022-02-14,168.3983154296875,155.16700744628906,135.3000030517578,126.9901351928711,174.74000549316406
2022-02-15,172.2971649169922,156.510498046875,136.42550659179688,126.78524017333984,173.0800018310547
2022-02-16,172.057861328125,158.10049438476562,137.4875030517578,126.04368591308594,174.86000061035156
2022-02-17,168.3983154296875,154.65249633789062,132.30850219726562,121.93590545654295,177.25
2022-02-18,166.8228302001953,152.60150146484375,130.46749877929688,121.3309555053711,177.1199951171875
2022-02-22,163.85133361816406,150.19749450683594,129.40249633789062,120.91139221191406,177.49000549316406
2022-02-23,159.61346435546875,144.82699584960938,127.58499908447266,119.10631561279295,178.2899932861328
2022-02-24,162.27584838867188,151.35800170898438,132.67349243164062,119.0087432861328,177.13999938964844
2022-02-25,164.37982177734375,153.7884979248047,134.51950073242188,121.1650848388672,176.5500030517578
2022-02-28,164.6490478515625,153.56300354003906,134.89100646972656,119.53562927246094,178.3800048828125
2022-03-01,162.73452758789062,151.14199829101562,134.16799926757812,118.40379333496094,181.6199951171875
2022-03-02,166.08494567871094,152.05250549316406,134.75149536132812,120.85285949707033,179.72999572753906
2022-03-03,165.75587463378906,147.89849853515625,134.30799865722656,122.87259674072266,180.8000030517578
2022-03-04,162.70460510253906,145.64100646972656,132.1219940185547,123.5458526611328,183.67999267578125
2022-03-07,158.8456573486328,137.4530029296875,126.4645004272461,123.00920104980467,186.41000366210935
2022-03-08,156.99095153808594,136.01449584960938,127.27850341796876,122.62866973876952,191.50999450683597
2022-03-09,162.48524475097656,139.2790069580078,133.86599731445312,123.15555572509766,185.82000732421875
2022-03-10,158.06788635253906,146.8175048828125,132.6820068359375,121.3309555053711,186.3999938964844
2022-03-11,154.28868103027344,145.52450561523438,130.47549438476562,120.95043182373048,185.08999633789065
2022-03-14,150.19039916992188,141.85299682617188,126.74099731445312,120.93091583251952,182.3000030517578
2022-03-15,154.64764404296875,147.3665008544922,129.66050720214844,122.58963775634766,178.88999938964844
2022-03-16,159.13482666015625,153.10400390625,133.6905059814453,123.95565032958984,180.00999450683594
2022-03-17,160.16188049316406,157.23899841308594,134.60049438476562,124.85330963134766,180.88999938964844
2022-03-18,163.51229858398438,161.25050354003906,136.80149841308594,125.63388061523438,179.3000030517578
2022-03-21,164.90830993652344,161.4915008544922,136.47850036621094,124.98992156982422,180.6699981689453
2022-03-22,168.3385009765625,164.88900756835938,140.27749633789062,125.92660522460938,179.36000061035156
2022-03-23,169.72454833984375,163.4080047607422,138.5034942626953,125.18506622314452,181.80999755859372
2022-03-24,173.57351684570312,163.64950561523438,141.31199645996094,126.11199188232422,183.1300048828125
2022-03-25,174.22166442871094,164.77349853515625,141.52149963378906,128.1610107421875,182.3800048828125
2022-03-28,175.09915161132812,168.99049377441406,141.9499969482422,128.27809143066406,179.05999755859375
2022-03-29,178.44956970214844,169.31500244140625,143.25,128.73667907714844,179.13999938964844
2022-03-30,177.26296997070312,166.30099487304688,142.64450073242188,128.9220733642578,180.5800018310547
2022-03-31,174.1119842529297,162.99749755859375,139.64950561523438,126.86329650878906,180.6499938964844
2022-04-01,173.8128204345703,163.55999755859375,140.6999969482422,126.9901351928711,179.5
2022-04-04,177.93104553222656,168.34649658203125,143.6425018310547,127.10723114013672,180.3699951171875
2022-04-05,174.56068420410156,164.05499267578125,141.06300354003906,125.76073455810548,179.24000549316406
2022-04-06,171.33990478515625,158.75599670410156,137.17599487304688,126.24858856201172,179.66000366210938
2022-04-07,171.64901733398438,157.7845001220703,136.46499633789062,125.42899322509766,180.33999633789065
2022-04-08,169.6048583984375,154.4604949951172,134.010498046875,124.62889862060548,181.47000122070312
2022-04-11,165.27723693847656,151.1219940185547,129.79649353027344,123.30191802978516,182.3699951171875
2022-04-12,167.1818084716797,150.78750610351562,128.37449645996094,122.92138671875,183.7700042724609
2022-04-13,169.91397094726562,155.54100036621094,130.28599548339844,123.07749938964844,184.6499938964844
2022-04-14,164.8185577392578,151.7064971923828,127.25299835205078,123.48729705810548,184.0399932861328
2022-04-18,164.5991973876953,152.78500366210938,127.96099853515624,123.10677337646484,184.6100006103516
2022-04-19,166.92254638671875,158.11549377441406,130.531005859375,126.01441192626952,181.82000732421875
2022-04-20,166.75302124023438,153.9980010986328,128.24549865722656,134.9617919921875,182.7100067138672
2022-04-21,165.94534301757812,148.29600524902344,124.9375,136.4546356201172,182.05999755859372
2022-04-22,161.3285369873047,144.35000610351562,119.61399841308594,134.8934783935547,180.2899932861328
2022-04-25,162.41543579101562,146.07400512695312,123.25,135.7228546142578,177.0500030517578
2022-04-26,156.352783203125,139.39100646972656,119.50599670410156,132.8834991455078,177.32000732421875
2022-04-27,156.12344360351562,138.16700744628906,115.02050018310548,131.7809295654297,175.97999572753906
2022-04-28,163.1732635498047,144.59649658203125,119.4114990234375,132.44444274902344,176.92999267578125
2022-04-29,157.20034790039062,124.28150177001952,114.96649932861328,129.00013732910156,176.91000366210938
2022-05-02,157.5094757080078,124.5,117.15699768066406,129.80996704101562,173.6300048828125
2022-05-03,159.02513122558594,124.25350189208984,118.12950134277344,129.3026123046875,174.08999633789062
2022-05-04,165.54647827148438,125.92849731445312,122.5749969482422,134.06411743164062,175.8000030517578
2022-05-05,156.3228759765625,116.40699768066406,116.74649810791016,132.62005615234375,175.1300048828125
2022-05-06,157.06182861328125,114.77249908447266,115.66000366210938,134.32757568359375,175.4199981689453
2022-05-09,151.8490753173828,108.78900146484376,113.08399963378906,132.76722717285156,172.8800048828125
2022-05-10,154.29566955566406,108.85900115966795,114.58450317382812,127.52330017089844,171.4199981689453
2022-05-11,146.29678344726562,105.37200164794922,113.96099853515624,129.12313842773438,172.82000732421875
2022-05-12,142.36224365234375,106.93049621582033,113.16100311279295,131.2463836669922,170.1699981689453
2022-05-13,146.90594482421875,113.05500030517578,116.5155029296875,131.93768310546875,168.7899932861328
2022-05-16,145.33811950683594,110.8105010986328,114.7925033569336,133.34988403320312,170.39999389648438
2022-05-17,149.03298950195312,115.36849975585938,116.70149993896484,136.6483154296875,169.3300018310547
2022-05-18,140.6246795654297,107.1125030517578,112.4010009765625,131.285888671875,169.4199981689453
2022-05-19,137.15948486328125,107.31900024414062,110.74549865722656,128.0467071533203,171.91000366210938
2022-05-20,137.39913940429688,107.59100341796876,109.31300354003906,126.88137817382812,172.02999877929688
2022-05-23,142.91148376464844,107.55699920654295,111.66649627685548,129.5379180908203,172.8300018310547
2022-05-24,140.16529846191406,104.0999984741211,105.9260025024414,132.13519287109375,174.1300048828125
2022-05-25,140.32508850097656,106.7750015258789,105.8395004272461,132.7178497314453,173.0800018310547
2022-05-26,143.58055114746094,111.07749938964844,108.2959976196289,135.18673706054688,172.75999450683594
2022-05-27,149.43243408203125,115.14649963378906,112.79900360107422,137.53713989257812,172.85000610351562
2022-05-31,148.633544921875,120.20950317382812,114.03900146484376,137.1124725341797,171.13999938964844
2022-06-01,148.50372314453125,121.68399810791016,114.13700103759766,137.69512939453125,172.22999572753906
2022-06-02,151.00025939941406,125.51100158691406,117.74600219726562,138.4061737060547,174.35000610351562
2022-06-03,145.1783447265625,122.3499984741211,114.56400299072266,139.42335510253906,172.5800018310547
2022-06-06,145.93728637695312,124.79000091552734,117.010498046875,141.1022186279297,171.82000732421875
2022-06-07,148.50372314453125,123.0,117.22949981689452,141.00344848632812,172.94000244140625
2022-06-08,147.75477600097656,121.18000030517578,117.23799896240234,139.0777130126953,172.77999877929688
2022-06-09,142.442138671875,116.1500015258789,114.91799926757812,136.24343872070312,172.22999572753906
2022-06-10,136.93978881835938,109.6500015258789,111.42749786376952,134.49545288085938,174.5399932861328
2022-06-13,131.6970672607422,103.66999816894533,106.87650299072266,133.42889404296875,169.92999267578125
2022-06-14,132.57583618164062,102.30999755859376,107.19400024414062,134.0312957763672,168.57000732421875
2022-06-15,135.2421417236328,107.66999816894533,110.3905029296875,135.35462951660156,170.77000427246094
2022-06-16,129.8795928955078,103.66000366210938,106.63600158691406,133.98191833496094,172.69000244140625
2022-06-17,131.37750244140625,106.22000122070312,107.8655014038086,133.3400115966797,171.27000427246094
2022-06-21,135.68153381347656,108.68000030517578,112.01499938964844,136.13479614257812,170.6300048828125
2022-06-22,135.16226196289062,108.9499969482422,112.03399658203124,135.37437438964844,171.30999755859375
2022-06-23,138.0782012939453,112.44000244140624,112.68450164794922,136.7174530029297,170.25999450683594
2022-06-24,141.4635009765625,116.45999908447266,118.53800201416016,140.29241943359375,170.08999633789062
2022-06-27,141.4635009765625,113.22000122070312,116.62249755859376,141.02320861816406,169.89999389648438
2022-06-28,137.24935913085938,107.4000015258789,112.57150268554688,140.09490966796875,169.6199951171875
2022-06-29,139.036865234375,108.91999816894533,112.25650024414062,138.95921325683594,169.49000549316406
2022-06-30,136.5303497314453,106.20999908447266,109.37249755859376,139.43324279785156,168.4600067138672
2022-07-01,138.73727416992188,109.55999755859376,109.08100128173828,139.36410522460938,168.32000732421875
2022-07-05,141.36363220214844,113.5,113.88700103759766,135.90765380859375,164.75
2022-07-06,142.7217559814453,114.33000183105467,115.2135009765625,136.3619384765625,162.13999938964844
2022-07-07,146.14700317382812,116.33000183105467,119.30599975585938,139.0777130126953,162.22999572753906
2022-07-08,146.83602905273438,115.54000091552734,120.1685028076172,138.72219848632812,162.3000030517578
2022-07-11,144.66903686523438,111.75,116.52249908447266,139.24560546875,161.42999267578125
2022-07-12,145.6576690673828,109.22000122070312,114.84950256347656,137.4482421875,160.8300018310547
2022-07-13,145.28819274902344,110.4000015258789,112.18699645996094,135.47312927246094,161.60000610351562
2022-07-14,148.26405334472656,110.62999725341795,111.44000244140624,137.32974243164062,159.3300018310547
2022-07-15,149.96170043945312,113.5500030517578,112.76699829101562,138.17904663085938,159.00999450683594
2022-07-18,146.86599731445312,113.76000213623048,109.91000366210938,136.41131591796875,159.16000366210938
2022-07-19,150.79054260253906,118.20999908447266,114.62000274658205,129.25152587890625,159.5399932861328
2022-07-20,152.8277130126953,122.7699966430664,114.6999969482422,127.57266998291016,158.0399932861328
2022-07-21,155.134521484375,124.62999725341795,115.04000091552734,125.56793212890624,160.27000427246094
2022-07-22,153.87625122070312,122.41999816894533,108.36000061035156,126.65424346923828,160.6699981689453
2022-07-25,152.7378387451172,121.13999938964844,108.20999908447266,126.9406280517578,160.22999572753906
2022-07-26,151.3897247314453,114.80999755859376,105.44000244140624,126.48636627197266,160.0399932861328
2022-07-27,156.572509765625,120.97000122070312,113.5999984741211,127.51341247558594,161.6699981689453
2022-07-28,157.13174438476562,122.27999877929688,114.58999633789062,127.61217498779295,163.63999938964844
2022-07-29,162.28457641601562,134.9499969482422,116.63999938964844,129.16262817382812,164.10000610351562
2022-08-01,161.2859649658203,135.38999938964844,115.4800033569336,130.39707946777344,165.02999877929688
